taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
6393471	Linum lewisii var. lepagei (B.Boivin) C.M.Rogers	6393471	Linum lewisii var. lepagei (B.Boivin) C.M.Rogers	11	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Linaceae	2493	Linum	2873855	Linum lewisii	2873876	
11891927	Danaus affinis fulgurata (Butler, 1866)	11891927	Danaus affinis fulgurata (Butler, 1866)	2	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Danaus	5133087	Danaus affinis	6100725	
8003790	Anticlea elegans subsp. glauca (Nutt.) A.Haines	8003790	Anticlea elegans subsp. glauca (Nutt.) A.Haines	43	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Liliales	1172	Melanthiaceae	7700	Anticlea	7508857	Anticlea elegans	5295813	
7206038	Anartia amathea amathea	7206038	Anartia amathea amathea	17	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Anartia	1893282	Anartia amathea	5128011	
11701883	Dione vanillae (Linnaeus, 1758)	11701883	Dione vanillae (Linnaeus, 1758)	113604	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Dione	1897643	Dione vanillae	11701883	LC
5696356	Youngia japonica subsp. japonica	5696356	Youngia japonica subsp. japonica	254	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Youngia	3095748	Youngia japonica	5387974	
6170250	Notophthalmus viridescens dorsalis (Harlan, 1829)	5218390	Notophthalmus viridescens (Rafinesque, 1820)	127	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Caudata	953	Salamandridae	6750	Notophthalmus	3241039	Notophthalmus viridescens	5218390	
3666480	Chamaenerion angustifolium subsp. circumvagum (Mosquin) Moldenke	3666480	Chamaenerion angustifolium subsp. circumvagum (Mosquin) Moldenke	147	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Onagraceae	2430	Chamaenerion	8406741	Chamaenerion angustifolium	6428353	
4262301	Odocoileus hemionus peninsulae (Lydekker, 1898)	4262301	Odocoileus hemionus peninsulae (Lydekker, 1898)	22	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Odocoileus	2440964	Odocoileus hemionus	2440974	
6710591	Tecoma stans var. stans	6710591	Tecoma stans var. stans	45	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Bignoniaceae	6655	Tecoma	3172488	Tecoma stans	3172492	
2158954	Manogea porracea (C.L.Koch, 1838)	2158954	Manogea porracea (C.L.Koch, 1838)	170	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Araneidae	7359	Manogea	2158952	Manogea porracea	2158954	
6169917	Anaxyrus americanus americanus (Holbrook, 1836)	2422872	Anaxyrus americanus (Holbrook, 1836)	13311	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Bufonidae	6727	Anaxyrus	2422857	Anaxyrus americanus	2422872	
7306779	Minthostachys mollis var. mollis	7306779	Minthostachys mollis var. mollis	37	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Minthostachys	7306763	Minthostachys mollis	7306778	
5960143	Cyrtodactylus pubisulcus Inger, 1958	5960143	Cyrtodactylus pubisulcus Inger, 1958	192	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Gekkonidae	5666	Cyrtodactylus	2446984	Cyrtodactylus pubisulcus	5960143	LC
4094454	Tecoma stans var. velutina DC.	4094454	Tecoma stans var. velutina DC.	25	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Bignoniaceae	6655	Tecoma	3172488	Tecoma stans	3172492	
2769473	Maianthemum racemosum subsp. amplexicaule (Nutt.) LaFrankie	2769473	Maianthemum racemosum subsp. amplexicaule (Nutt.) LaFrankie	9943	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Maianthemum	9608430	Maianthemum racemosum	2769457	
2463461	Emoia caeruleocauda (De Vis, 1892)	2463461	Emoia caeruleocauda (De Vis, 1892)	473	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Scincidae	9115	Emoia	2463307	Emoia caeruleocauda	2463461	LC
7282233	Austrocylindropuntia floccosa (Salm-Dyck) F.Ritter	7282233	Austrocylindropuntia floccosa (Salm-Dyck) F.Ritter	438	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Cactaceae	2519	Austrocylindropuntia	7282090	Austrocylindropuntia floccosa	7282233	LC
11871239	Danaus affinis obscura (Capronnier, 1886)	11871239	Danaus affinis obscura (Capronnier, 1886)	6	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Danaus	5133087	Danaus affinis	6100725	
2759967	Etlingera brevilabrum (Valeton) R.M.Sm.	2759967	Etlingera brevilabrum (Valeton) R.M.Sm.	72	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Zingiberaceae	4687	Etlingera	2759895	Etlingera brevilabrum	2759967	LC
2874185	Passiflora manicata (Juss.) Pers.	2874185	Passiflora manicata (Juss.) Pers.	201	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Passifloraceae	2378	Passiflora	2874172	Passiflora manicata	2874185	
7193247	Tylosurus crocodilus crocodilus (Péron & Lesueur, 1821)	4286150	Tylosurus crocodilus (Péron & Lesueur, 1821)	6	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44			Beloniformes	498	Belonidae	7190	Tylosurus	2369225	Tylosurus crocodilus	4286150	
2965454	Medicago gunibica Vassilcz.	9231953	Medicago sativa subsp. glomerata (Balb.) Rouy	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Medicago	2965200	Medicago sativa	9151957	
5624990	Opuntia sanguinocula Griffiths	5384112	Opuntia × cymochila Engelm. & J.M.Bigelow	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Cactaceae	2519	Opuntia	3084187	Opuntia cymochila	5384112	
7279689	Sapria himalayana Griff.	7279689	Sapria himalayana Griff.	131	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Rafflesiaceae	2413	Sapria	7279688	Sapria himalayana	7279689	
2755905	Tacca chantrieri André	2755905	Tacca chantrieri André	109	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Dioscoreales	1171	Dioscoreaceae	7694	Tacca	9375127	Tacca chantrieri	2755905	
2390216	Siganus spinus (Linnaeus, 1758)	2390216	Siganus spinus (Linnaeus, 1758)	467	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Siganidae	5066	Siganus	2390168	Siganus spinus	2390216	LC
4262319	Odocoileus hemionus eremicus (Mearns, 1897)	4262319	Odocoileus hemionus eremicus (Mearns, 1897)	136	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Odocoileus	2440964	Odocoileus hemionus	2440974	
3118274	Tanacetum vulgare L.	3118274	Tanacetum vulgare L.	78179	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Tanacetum	3118160	Tanacetum vulgare	3118274	
7191156	Buteo lineatus lineatus (Gmelin, 1788)	7191156	Buteo lineatus lineatus (Gmelin, 1788)	323	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Buteo	2480517	Buteo lineatus	2480529	
3170680	Castilleja occidentalis Torr.	3170680	Castilleja occidentalis Torr.	1247	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Orobanchaceae	6651	Castilleja	3170565	Castilleja occidentalis	3170680	
5371609	Tiarella trifoliata L.	5371609	Tiarella trifoliata L.	10816	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Saxifragaceae	2402	Tiarella	3032599	Tiarella trifoliata	5371609	
6175157	Agelaius phoeniceus nevadensis Grinnell, 1914	6175157	Agelaius phoeniceus nevadensis Grinnell, 1914	56	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Agelaius	2484444	Agelaius phoeniceus	9409198	
11773165	Hypolimnas anomala anomala	11773165	Hypolimnas anomala anomala	272	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Hypolimnas	7733971	Hypolimnas anomala	1910662	
5298821	Iris sanguinea Hornem.	5298821	Iris sanguinea Hornem.	1782	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Iridaceae	7698	Iris	2748017	Iris sanguinea	5298821	
12321666	Chabulina astomalis (Felder & Rogenhofer, 1875)	5802339	Glyphodes onychinalis (Guenée, 1854)	43	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Crambidae	8841	Glyphodes	8406574	Glyphodes onychinalis	5802339	
2159556	Micrathena miles Simon, 1895	2159556	Micrathena miles Simon, 1895	113	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Araneidae	7359	Micrathena	2159531	Micrathena miles	2159556	
6159807	Sceloporus occidentalis longipes Baird, 1859	6159807	Sceloporus occidentalis longipes Baird, 1859	8374	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Phrynosomatidae	5016	Sceloporus	2451143	Sceloporus occidentalis	2451234	
5137823	Eurema andersoni (Moore, 1886)	5137823	Eurema andersoni (Moore, 1886)	464	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Pieridae	5481	Eurema	1920283	Eurema andersoni	5137823	LC
3587076	Passiflora miniata Vanderpl.	3587076	Passiflora miniata Vanderpl.	305	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Passifloraceae	2378	Passiflora	2874172	Passiflora miniata	3587076	
6170247	Notophthalmus viridescens louisianensis (Wolterstorff, 1914)	5218390	Notophthalmus viridescens (Rafinesque, 1820)	1022	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Caudata	953	Salamandridae	6750	Notophthalmus	3241039	Notophthalmus viridescens	5218390	
3093785	Hypochaeris meyeniana (Walp.) Griseb.	3093785	Hypochaeris meyeniana (Walp.) Griseb.	62	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Hypochaeris	3093681	Hypochaeris meyeniana	3093785	
6223883	Euploea tulliolus forsteri C.Felder & R.Felder, 1865	6223883	Euploea tulliolus forsteri C.Felder & R.Felder, 1865	4	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Euploea	1916794	Euploea tulliolus	5136939	
6226872	Cyrestis thyodamas chinensis Martin, 1903	6226872	Cyrestis thyodamas chinensis Martin, 1903	67	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Cyrestis	1904851	Cyrestis thyodamas	1904948	
2891707	Oxalis debilis Kunth	2891707	Oxalis debilis Kunth	17271	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Oxalidales	7224021	Oxalidaceae	6697	Oxalis	2891642	Oxalis debilis	2891707	
7207304	Chersonesia risa risa	7207304	Chersonesia risa risa	30	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Chersonesia	1897807	Chersonesia risa	1897817	
3093735	Hypochaeris eriolaena (Sch.Bip.) Reiche	3093735	Hypochaeris eriolaena (Sch.Bip.) Reiche	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Hypochaeris	3093681	Hypochaeris eriolaena	3093735	
7206552	Morpho achilles achilles	7206552	Morpho achilles achilles	23	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Morpho	1909888	Morpho achilles	5133255	
1936018	Mesene leucophrys Bates, 1868	6220421	Mesene phareus leucophrys Bates, 1868	23	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Lycaenidae	5473	Mesene	10484957	Mesene phareus	1936026	
6100725	Danaus affinis Fabricius, 1775	6100725	Danaus affinis Fabricius, 1775	1935	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Danaus	5133087	Danaus affinis	6100725	
2601439	Pseudocyphellaria glabra (Hook.f. & Taylor) C.W.Dodge	2601439	Pseudocyphellaria glabra (Hook.f. & Taylor) C.W.Dodge	142	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Lecanoromycetes	180	Peltigerales	1055	Lobariaceae	8375	Pseudocyphellaria	2601421	Pseudocyphellaria glabra	2601439	
3152036	Muntingia calabura L.	3152036	Muntingia calabura L.	4587	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Muntingiaceae	2230	Muntingia	3152035	Muntingia calabura	3152036	LC
7265200	Misodendrum punctulatum Sol. ex G.Forst.	7265200	Misodendrum punctulatum Sol. ex G.Forst.	686	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Santalales	934	Misodendraceae	3788560	Misodendrum	10724571	Misodendrum punctulatum	7265200	
8394888	Fraxinus pennsylvanica var. pennsylvanica	3172348	Fraxinus pennsylvanica Marshall	230	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Oleaceae	6652	Fraxinus	3172323	Fraxinus pennsylvanica	3172348	
3082244	Cornus sericea L.	3082244	Cornus sericea L.	36763	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cornales	949	Cornaceae	6713	Cornus	3082226	Cornus sericea	3082244	LC
2684391	Juniperus virginiana L.	2684391	Juniperus virginiana L.	52441	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Cupressaceae	8144	Juniperus	2684359	Juniperus virginiana	2684391	LC
2431993	Ambystoma tigrinum (Green, 1825)	2431993	Ambystoma tigrinum (Green, 1825)	1770	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Caudata	953	Ambystomatidae	3101	Ambystoma	2431549	Ambystoma tigrinum	2431993	LC
1074596	Chalcosoma moellenkampi Kolbe, 1900	1074596	Chalcosoma moellenkampi Kolbe, 1900	327	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Scarabaeidae	5840	Chalcosoma	1074594	Chalcosoma moellenkampi	1074596	
1898991	Symbrenthia lilaea Hewitson, 1864	6221690	Symbrenthia hypselis assama Fruhstorfer, 1900	3163	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Symbrenthia	1898929	Symbrenthia hypselis	1898988	
6245240	Oecophylla smaragdina selebensis Emery, 1893	6245240	Oecophylla smaragdina selebensis Emery, 1893	2	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Oecophylla	1317383	Oecophylla smaragdina	1317388	
3923036	Anemone soyensis H.Boissieu	10305703	Anemonastrum flaccidum (F.Schmidt) Mosyakin	13	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Anemonastrum	7277728	Anemonastrum flaccidum	10305703	
11884553	Eunica sydonia caresa	11884553	Eunica sydonia caresa	3	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Eunica	1896175	Eunica sydonia	5128504	
5579436	Glaucidium palmatum Siebold & Zucc.	5579436	Glaucidium palmatum Siebold & Zucc.	34	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Glaucidium	3234339	Glaucidium palmatum	5579436	
6164843	Sylvilagus floridanus nigronuchalis (Hartert, 1894)	2436886	Sylvilagus floridanus (J.A.Allen, 1890)	8	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Lagomorpha	785	Leporidae	9379	Sylvilagus	2436839	Sylvilagus floridanus	2436886	
3613680	Weinmannia trichosperma Cav.	3613680	Weinmannia trichosperma Cav.	601	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Oxalidales	7224021	Cunoniaceae	2405	Weinmannia	3032536	Weinmannia trichosperma	3613680	LC
6125142	Aegista impexa (Pilsbry & Hirase, 1905)	6125142	Aegista impexa (Pilsbry & Hirase, 1905)	64	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Stylommatophora	1456	Camaenidae	5495	Aegista	4598836	Aegista impexa	6125142	
7282135	Austrocylindropuntia subulata (Muehlenpf.) Backeb.	7282135	Austrocylindropuntia subulata (Muehlenpf.) Backeb.	2578	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Cactaceae	2519	Austrocylindropuntia	7282090	Austrocylindropuntia subulata	7282135	LC
6133936	Cyrestis thyodamas formosana Fruhstorfer, 1898	6133936	Cyrestis thyodamas formosana Fruhstorfer, 1898	399	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Cyrestis	1904851	Cyrestis thyodamas	1904948	
6427719	Oenothera cespitosa subsp. navajoensis W.L.Wagner, Stockh. & W.M.Klein	6427719	Oenothera cespitosa subsp. navajoensis W.L.Wagner, Stockh. & W.M.Klein	32	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Onagraceae	2430	Oenothera	3188799	Oenothera cespitosa	3188809	
2742312	Trillium apetalon Makino	2742312	Trillium apetalon Makino	134	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Liliales	1172	Melanthiaceae	7700	Trillium	2742182	Trillium apetalon	2742312	
2688193	Selaginella plana (Desv. ex Poir.) Hieron.	2688193	Selaginella plana (Desv. ex Poir.) Hieron.	101	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Lycopodiopsida	245	Selaginellales	420	Selaginellaceae	6724	Selaginella	2688177	Selaginella plana	2688193	
2294090	Ariolimax columbianus (A.Gould, 1851)	2294090	Ariolimax columbianus (A.Gould, 1851)	35940	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Stylommatophora	1456	Ariolimacidae	6879769	Ariolimax	2294088	Ariolimax columbianus	2294090	
1720986	Oecanthus quadripunctatus Beutenmüller, 1894	1720986	Oecanthus quadripunctatus Beutenmüller, 1894	426	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Orthoptera	1458	Gryllidae	5925	Oecanthus	1699510	Oecanthus quadripunctatus	1720986	
5137920	Appias indra (Moore, 1858)	5137920	Appias indra (Moore, 1858)	245	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Pieridae	5481	Appias	1920622	Appias indra	5137920	
1896908	Cyllogenes woolletti Riley, 1923	1896908	Cyllogenes woolletti Riley, 1923	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Cyllogenes	1896907	Cyllogenes woolletti	1896908	
7423636	Silene vulgaris subsp. macrocarpa Turrill	7423636	Silene vulgaris subsp. macrocarpa Turrill	4	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Caryophyllaceae	2518	Silene	3085897	Silene vulgaris	9172281	
6291666	Anaphalis margaritacea var. yedoensis (Franch. & Sav.) Ohwi	6291666	Anaphalis margaritacea var. yedoensis (Franch. & Sav.) Ohwi	4	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Anaphalis	3136861	Anaphalis margaritacea	4926336	
9607631	Eutropis longicaudata (Hallowell, 1857)	9607631	Eutropis longicaudata (Hallowell, 1857)	2468	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Scincidae	9115	Eutropis	7665052	Eutropis longicaudata	9607631	LC
7095876	Sedum lanceolatum subsp. lanceolatum	7095876	Sedum lanceolatum subsp. lanceolatum	165	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Crassulaceae	2406	Sedum	5361975	Sedum lanceolatum	5362021	
5357108	Cassia fistula L.	5357108	Cassia fistula L.	2941	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Cassia	2963414	Cassia fistula	5357108	LC
4130186	Chusquea scandens Kunth	4130186	Chusquea scandens Kunth	203	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Chusquea	2706422	Chusquea scandens	4130186	
3622440	Thladiantha punctata Hayata	3622440	Thladiantha punctata Hayata	491	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cucurbitales	7224005	Cucurbitaceae	6634	Thladiantha	2874537	Thladiantha punctata	3622440	
9419395	Anemonastrum canadense (L.) Mosyakin	9419395	Anemonastrum canadense (L.) Mosyakin	18881	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Anemonastrum	7277728	Anemonastrum canadense	9419395	
2769457	Maianthemum racemosum (L.) Link	2769457	Maianthemum racemosum (L.) Link	56808	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Maianthemum	9608430	Maianthemum racemosum	2769457	
2378432	Boleophthalmus boddarti (Pallas, 1770)	2378432	Boleophthalmus boddarti (Pallas, 1770)	654	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Gobiidae	4274	Boleophthalmus	2378422	Boleophthalmus boddarti	2378432	LC
3040227	Populus nigra L.	3040227	Populus nigra L.	6694	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Salicaceae	6664	Populus	3040183	Populus nigra	3040227	DD
2132839	Herpyllus ecclesiasticus Hentz, 1832	2132839	Herpyllus ecclesiasticus Hentz, 1832	9924	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Gnaphosidae	7370	Herpyllus	2132809	Herpyllus ecclesiasticus	2132839	
2925303	Lantana camara L.	2925303	Lantana camara L.	31093	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Verbenaceae	6689	Lantana	2925302	Lantana camara	2925303	
9151957	Medicago sativa L.	9151957	Medicago sativa L.	27372	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Medicago	2965200	Medicago sativa	9151957	LC
7135965	Rhododendron kaempferi Planch.	7135965	Rhododendron kaempferi Planch.	60	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Rhododendron	2883026	Rhododendron kaempferi	7135965	
6178043	Buteo lineatus alleni Ridgway, 1885	6178043	Buteo lineatus alleni Ridgway, 1885	63	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Buteo	2480517	Buteo lineatus	2480529	
5333382	Phyllodoce glanduliflora (Hook.) Coville	5333382	Phyllodoce glanduliflora (Hook.) Coville	1530	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Phyllodoce	2882672	Phyllodoce glanduliflora	5333382	
8166740	Alnus alnobetula subsp. sinuata (Regel) Raus	8166740	Alnus alnobetula subsp. sinuata (Regel) Raus	620	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Betulaceae	4688	Alnus	2876099	Alnus alnobetula	8956987	
3950888	Austrocylindropuntia subulata subsp. exaltata (A.Berger) D.R.Hunt	3950888	Austrocylindropuntia subulata subsp. exaltata (A.Berger) D.R.Hunt	28	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Cactaceae	2519	Austrocylindropuntia	7282090	Austrocylindropuntia subulata	7282135	
8009522	Champaka spinosa (Fabricius, 1787)	8009522	Champaka spinosa (Fabricius, 1787)	117	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Cicadidae	6049	Champaka	4774749	Champaka spinosa	8009522	
11813190	Hypolimnas anomala truentus Fruhstorfer, 1912	11813190	Hypolimnas anomala truentus Fruhstorfer, 1912	4	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Hypolimnas	7733971	Hypolimnas anomala	1910662	
7207039	Bia actorion actorion Linnaeus	7207039	Bia actorion actorion Linnaeus	2	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Bia	1918933	Bia actorion	5137408	
8283367	Sphagnum aureum C.B.McQueen	2669001	Sphagnum magellanicum Brid.	1	SPECIES	SYNONYM	Plantae	6	Bryophyta	35	Sphagnopsida	190	Sphagnales	623	Sphagnaceae	4673	Sphagnum	2668958	Sphagnum magellanicum	2669001	
1814928	Creatonotos transiens (Walker, 1855)	1814928	Creatonotos transiens (Walker, 1855)	1606	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Erebidae	4532185	Creatonotos	1814885	Creatonotos transiens	1814928	
5359477	Trifolium campestre Schreb.	5359477	Trifolium campestre Schreb.	25265	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Trifolium	2973363	Trifolium campestre	5359477	
